slug,title,discoteca_slug,subtitle,description,event_type,start_at,end_at,door_open_at,currency,price_from,price_to,tickets_url,poster_url,status,active,source,metadata
hi-ibiza-20260620-black-coffee,Black Coffee @ 20 Jun 2026,hi-ibiza,Black Coffee & Friends,Black Coffee en hi-ibiza - 20/06/2026,event,2026-06-20T23:59:00Z,2026-06-21T06:00:00Z,2026-06-20T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260620-robin-schulz,Robin Schulz @ 20 Jun 2026,pacha,Robin Schulz & Friends,Robin Schulz en pacha - 20/06/2026,event,2026-06-20T23:59:00Z,2026-06-21T06:00:00Z,2026-06-20T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260620-elrow,elrow @ 20 Jun 2026,unvrs,Enter the Wortex,elrow en unvrs - 20/06/2026,event,2026-06-20T23:59:00Z,2026-06-21T06:00:00Z,2026-06-20T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260620-elrow,elrow @ 20 Jun 2026,amnesia,Lineup loco,elrow en amnesia - 20/06/2026,event,2026-06-20T23:59:00Z,2026-06-21T06:00:00Z,2026-06-20T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
dc10-20260620-circoloco,Circoloco @ 20 Jun 2026,dc10,Lineup TBA,Circoloco en dc10 - 20/06/2026,event,2026-06-20T23:59:00Z,2026-06-21T06:00:00Z,2026-06-20T23:00:00Z,EUR,55,140,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
eden-20260620-defected,Defected @ 20 Jun 2026,eden,Lineup TBA,Defected en eden - 20/06/2026,event,2026-06-20T23:59:00Z,2026-06-21T06:00:00Z,2026-06-20T23:00:00Z,EUR,40,90,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260621-swedish-house-mafia,Swedish House Mafia @ 21 Jun 2026,ushuaia,SHM,Swedish House Mafia en ushuaia - 21/06/2026,event,2026-06-21T23:59:00Z,2026-06-22T06:00:00Z,2026-06-21T23:00:00Z,EUR,75,180,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260621-the-anarchist,The Anarchist @ 21 Jun 2026,hi-ibiza,Lineup TBA,The Anarchist en hi-ibiza - 21/06/2026,event,2026-06-21T23:59:00Z,2026-06-22T06:00:00Z,2026-06-21T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260621-solomun-+1,Solomun +1 @ 21 Jun 2026,pacha,Solomun,Solomun +1 en pacha - 21/06/2026,event,2026-06-21T23:59:00Z,2026-06-22T06:00:00Z,2026-06-21T23:00:00Z,EUR,60,140,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260621-carl-cox,Carl Cox @ 21 Jun 2026,unvrs,Carl Cox all-night-long,Carl Cox en unvrs - 21/06/2026,event,2026-06-21T23:59:00Z,2026-06-22T06:00:00Z,2026-06-21T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260621-together,Together @ 21 Jun 2026,amnesia,Lineup TBA,Together en amnesia - 21/06/2026,event,2026-06-21T23:59:00Z,2026-06-22T06:00:00Z,2026-06-21T23:00:00Z,EUR,50,120,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260622-f***-me-im-famous,F*** ME I'M FAMOUS! @ 22 Jun 2026,ushuaia,David Guetta & Friends,F*** ME I'M FAMOUS! en ushuaia - 22/06/2026,event,2026-06-22T23:59:00Z,2026-06-23T06:00:00Z,2026-06-22T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260622-solèy,Solèy @ 22 Jun 2026,hi-ibiza,Francis Mercier & Guests,Solèy en hi-ibiza - 22/06/2026,event,2026-06-22T23:59:00Z,2026-06-23T06:00:00Z,2026-06-22T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260622-sonny-fodera,Sonny Fodera @ 22 Jun 2026,pacha,Sonny Fodera & Friends,Sonny Fodera en pacha - 22/06/2026,event,2026-06-22T23:59:00Z,2026-06-23T06:00:00Z,2026-06-22T23:00:00Z,EUR,45,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260622-experts-only,Experts Only @ 22 Jun 2026,unvrs,John Summit,Experts Only en unvrs - 22/06/2026,event,2026-06-22T23:59:00Z,2026-06-23T06:00:00Z,2026-06-22T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
dc10-20260622-circoloco,Circoloco @ 22 Jun 2026,dc10,Lineup TBA,Circoloco en dc10 - 22/06/2026,event,2026-06-22T23:59:00Z,2026-06-23T06:00:00Z,2026-06-22T23:00:00Z,EUR,50,130,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
ushuaia-20260623-calvin-harris,Calvin Harris @ 23 Jun 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 23/06/2026,event,2026-06-23T23:59:00Z,2026-06-24T06:00:00Z,2026-06-23T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260623-eastenderz,eastenderz @ 23 Jun 2026,hi-ibiza,East End Dubs & Guests,eastenderz en hi-ibiza - 23/06/2026,event,2026-06-23T23:59:00Z,2026-06-24T06:00:00Z,2026-06-23T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260623-vintage-culture,Vintage Culture @ 23 Jun 2026,pacha,Vintage Culture,Vintage Culture en pacha - 23/06/2026,event,2026-06-23T23:59:00Z,2026-06-24T06:00:00Z,2026-06-23T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260623-æden,ÆDEN @ 23 Jun 2026,unvrs,Anyma,ÆDEN en unvrs - 23/06/2026,event,2026-06-23T23:59:00Z,2026-06-24T06:00:00Z,2026-06-23T23:00:00Z,EUR,80,200,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260623-cocoon,Cocoon @ 23 Jun 2026,amnesia,Sven Väth,Cocoon en amnesia - 23/06/2026,event,2026-06-23T23:59:00Z,2026-06-24T06:00:00Z,2026-06-23T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260624-tomorrowland,Tomorrowland @ 24 Jun 2026,ushuaia,Dimitri Vegas & Like Mike,Tomorrowland en ushuaia - 24/06/2026,event,2026-06-24T23:59:00Z,2026-06-25T06:00:00Z,2026-06-24T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260624-our-house,OUR HOUSE @ 24 Jun 2026,hi-ibiza,MEDUZA + James Hype,OUR HOUSE en hi-ibiza - 24/06/2026,event,2026-06-24T23:59:00Z,2026-06-25T06:00:00Z,2026-06-24T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260624-abracadabra,Abracadabra @ 24 Jun 2026,pacha,BLOND:ISH & Friends,Abracadabra en pacha - 24/06/2026,event,2026-06-24T23:59:00Z,2026-06-25T06:00:00Z,2026-06-24T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260624-paradise,Paradise @ 24 Jun 2026,unvrs,Jamie Jones,Paradise en unvrs - 24/06/2026,event,2026-06-24T23:59:00Z,2026-06-25T06:00:00Z,2026-06-24T23:00:00Z,EUR,65,170,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
ushuaia-20260625-martin-garrix,Martin Garrix @ 25 Jun 2026,ushuaia,Martin Garrix,Martin Garrix en ushuaia - 25/06/2026,event,2026-06-25T23:59:00Z,2026-06-26T06:00:00Z,2026-06-25T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260625-bed,bed @ 25 Jun 2026,hi-ibiza,Lineup TBA,bed en hi-ibiza - 25/06/2026,event,2026-06-25T23:59:00Z,2026-06-26T06:00:00Z,2026-06-25T23:00:00Z,EUR,50,120,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260625-music-on,Music On @ 25 Jun 2026,pacha,Marco Carola,Music On en pacha - 25/06/2026,event,2026-06-25T23:59:00Z,2026-06-26T06:00:00Z,2026-06-25T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260625-fisher,FISHER @ 25 Jun 2026,unvrs,FISHER & Friends,FISHER en unvrs - 25/06/2026,event,2026-06-25T23:59:00Z,2026-06-26T06:00:00Z,2026-06-25T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
eden-20260625-toolroom,Toolroom @ 25 Jun 2026,eden,Lineup TBA,Toolroom en eden - 25/06/2026,event,2026-06-25T23:59:00Z,2026-06-26T06:00:00Z,2026-06-25T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260626-calvin-harris,Calvin Harris @ 26 Jun 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 26/06/2026,event,2026-06-26T23:59:00Z,2026-06-27T06:00:00Z,2026-06-26T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260626-dom-dolla,Dom Dolla @ 26 Jun 2026,hi-ibiza,Dom Dolla & Friends,Dom Dolla en hi-ibiza - 26/06/2026,event,2026-06-26T23:59:00Z,2026-06-27T06:00:00Z,2026-06-26T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260626-music-on,Music On @ 26 Jun 2026,pacha,Marco Carola,Music On en pacha - 26/06/2026,event,2026-06-26T23:59:00Z,2026-06-27T06:00:00Z,2026-06-26T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260626-galactic-circus,Galactic Circus @ 26 Jun 2026,unvrs,David Guetta,Galactic Circus en unvrs - 26/06/2026,event,2026-06-26T23:59:00Z,2026-06-27T06:00:00Z,2026-06-26T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260626-glitterbox,Glitterbox @ 26 Jun 2026,amnesia,Armand Van Helden,Glitterbox en amnesia - 26/06/2026,event,2026-06-26T23:59:00Z,2026-06-27T06:00:00Z,2026-06-26T23:00:00Z,EUR,60,140,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
eden-20260626-viva-warriors,Viva Warriors @ 26 Jun 2026,eden,Lineup TBA,Viva Warriors en eden - 26/06/2026,event,2026-06-26T23:59:00Z,2026-06-27T06:00:00Z,2026-06-26T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260627-ants,ANTS @ 27 Jun 2026,ushuaia,Lineup estelar,ANTS en ushuaia - 27/06/2026,event,2026-06-27T23:59:00Z,2026-06-28T06:00:00Z,2026-06-27T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260627-black-coffee,Black Coffee @ 27 Jun 2026,hi-ibiza,Black Coffee & Friends,Black Coffee en hi-ibiza - 27/06/2026,event,2026-06-27T23:59:00Z,2026-06-28T06:00:00Z,2026-06-27T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260627-robin-schulz,Robin Schulz @ 27 Jun 2026,pacha,Robin Schulz & Friends,Robin Schulz en pacha - 27/06/2026,event,2026-06-27T23:59:00Z,2026-06-28T06:00:00Z,2026-06-27T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260627-elrow,elrow @ 27 Jun 2026,unvrs,Enter the Wortex,elrow en unvrs - 27/06/2026,event,2026-06-27T23:59:00Z,2026-06-28T06:00:00Z,2026-06-27T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260627-elrow,elrow @ 27 Jun 2026,amnesia,Lineup loco,elrow en amnesia - 27/06/2026,event,2026-06-27T23:59:00Z,2026-06-28T06:00:00Z,2026-06-27T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
dc10-20260627-circoloco,Circoloco @ 27 Jun 2026,dc10,Lineup TBA,Circoloco en dc10 - 27/06/2026,event,2026-06-27T23:59:00Z,2026-06-28T06:00:00Z,2026-06-27T23:00:00Z,EUR,55,140,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
eden-20260627-defected,Defected @ 27 Jun 2026,eden,Lineup TBA,Defected en eden - 27/06/2026,event,2026-06-27T23:59:00Z,2026-06-28T06:00:00Z,2026-06-27T23:00:00Z,EUR,40,90,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260628-swedish-house-mafia,Swedish House Mafia @ 28 Jun 2026,ushuaia,SHM,Swedish House Mafia en ushuaia - 28/06/2026,event,2026-06-28T23:59:00Z,2026-06-29T06:00:00Z,2026-06-28T23:00:00Z,EUR,75,180,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260628-the-anarchist,The Anarchist @ 28 Jun 2026,hi-ibiza,Lineup TBA,The Anarchist en hi-ibiza - 28/06/2026,event,2026-06-28T23:59:00Z,2026-06-29T06:00:00Z,2026-06-28T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260628-solomun-+1,Solomun +1 @ 28 Jun 2026,pacha,Solomun,Solomun +1 en pacha - 28/06/2026,event,2026-06-28T23:59:00Z,2026-06-29T06:00:00Z,2026-06-28T23:00:00Z,EUR,60,140,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260628-carl-cox,Carl Cox @ 28 Jun 2026,unvrs,Carl Cox all-night-long,Carl Cox en unvrs - 28/06/2026,event,2026-06-28T23:59:00Z,2026-06-29T06:00:00Z,2026-06-28T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260628-together,Together @ 28 Jun 2026,amnesia,Lineup TBA,Together en amnesia - 28/06/2026,event,2026-06-28T23:59:00Z,2026-06-29T06:00:00Z,2026-06-28T23:00:00Z,EUR,50,120,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260629-f***-me-im-famous,F*** ME I'M FAMOUS! @ 29 Jun 2026,ushuaia,David Guetta & Friends,F*** ME I'M FAMOUS! en ushuaia - 29/06/2026,event,2026-06-29T23:59:00Z,2026-06-30T06:00:00Z,2026-06-29T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260629-solèy,Solèy @ 29 Jun 2026,hi-ibiza,Francis Mercier & Guests,Solèy en hi-ibiza - 29/06/2026,event,2026-06-29T23:59:00Z,2026-06-30T06:00:00Z,2026-06-29T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260629-sonny-fodera,Sonny Fodera @ 29 Jun 2026,pacha,Sonny Fodera & Friends,Sonny Fodera en pacha - 29/06/2026,event,2026-06-29T23:59:00Z,2026-06-30T06:00:00Z,2026-06-29T23:00:00Z,EUR,45,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260629-experts-only,Experts Only @ 29 Jun 2026,unvrs,John Summit,Experts Only en unvrs - 29/06/2026,event,2026-06-29T23:59:00Z,2026-06-30T06:00:00Z,2026-06-29T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
dc10-20260629-circoloco,Circoloco @ 29 Jun 2026,dc10,Lineup TBA,Circoloco en dc10 - 29/06/2026,event,2026-06-29T23:59:00Z,2026-06-30T06:00:00Z,2026-06-29T23:00:00Z,EUR,50,130,https://dc10.com/tickets,https://images.ibizaglam.app/dc10-event.jpg,scheduled,true,manual,{}
ushuaia-20260630-calvin-harris,Calvin Harris @ 30 Jun 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 30/06/2026,event,2026-06-30T23:59:00Z,2026-07-01T06:00:00Z,2026-06-30T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260630-eastenderz,eastenderz @ 30 Jun 2026,hi-ibiza,East End Dubs & Guests,eastenderz en hi-ibiza - 30/06/2026,event,2026-06-30T23:59:00Z,2026-07-01T06:00:00Z,2026-06-30T23:00:00Z,EUR,55,130,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260630-vintage-culture,Vintage Culture @ 30 Jun 2026,pacha,Vintage Culture,Vintage Culture en pacha - 30/06/2026,event,2026-06-30T23:59:00Z,2026-07-01T06:00:00Z,2026-06-30T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260630-æden,ÆDEN @ 30 Jun 2026,unvrs,Anyma,ÆDEN en unvrs - 30/06/2026,event,2026-06-30T23:59:00Z,2026-07-01T06:00:00Z,2026-06-30T23:00:00Z,EUR,80,200,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260630-cocoon,Cocoon @ 30 Jun 2026,amnesia,Sven Väth,Cocoon en amnesia - 30/06/2026,event,2026-06-30T23:59:00Z,2026-07-01T06:00:00Z,2026-06-30T23:00:00Z,EUR,55,130,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
ushuaia-20260701-tomorrowland,Tomorrowland @ 01 Jul 2026,ushuaia,Dimitri Vegas & Like Mike,Tomorrowland en ushuaia - 01/07/2026,event,2026-07-01T23:59:00Z,2026-07-02T06:00:00Z,2026-07-01T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260701-our-house,OUR HOUSE @ 01 Jul 2026,hi-ibiza,MEDUZA + James Hype,OUR HOUSE en hi-ibiza - 01/07/2026,event,2026-07-01T23:59:00Z,2026-07-02T06:00:00Z,2026-07-01T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260701-abracadabra,Abracadabra @ 01 Jul 2026,pacha,BLOND:ISH & Friends,Abracadabra en pacha - 01/07/2026,event,2026-07-01T23:59:00Z,2026-07-02T06:00:00Z,2026-07-01T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260701-paradise,Paradise @ 01 Jul 2026,unvrs,Jamie Jones,Paradise en unvrs - 01/07/2026,event,2026-07-01T23:59:00Z,2026-07-02T06:00:00Z,2026-07-01T23:00:00Z,EUR,65,170,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
ushuaia-20260702-martin-garrix,Martin Garrix @ 02 Jul 2026,ushuaia,Martin Garrix,Martin Garrix en ushuaia - 02/07/2026,event,2026-07-02T23:59:00Z,2026-07-03T06:00:00Z,2026-07-02T23:00:00Z,EUR,70,160,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260702-bed,bed @ 02 Jul 2026,hi-ibiza,Lineup TBA,bed en hi-ibiza - 02/07/2026,event,2026-07-02T23:59:00Z,2026-07-03T06:00:00Z,2026-07-02T23:00:00Z,EUR,50,120,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260702-music-on,Music On @ 02 Jul 2026,pacha,Marco Carola,Music On en pacha - 02/07/2026,event,2026-07-02T23:59:00Z,2026-07-03T06:00:00Z,2026-07-02T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260702-fisher,FISHER @ 02 Jul 2026,unvrs,FISHER & Friends,FISHER en unvrs - 02/07/2026,event,2026-07-02T23:59:00Z,2026-07-03T06:00:00Z,2026-07-02T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
eden-20260702-toolroom,Toolroom @ 02 Jul 2026,eden,Lineup TBA,Toolroom en eden - 02/07/2026,event,2026-07-02T23:59:00Z,2026-07-03T06:00:00Z,2026-07-02T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260703-calvin-harris,Calvin Harris @ 03 Jul 2026,ushuaia,Calvin Harris,Calvin Harris en ushuaia - 03/07/2026,event,2026-07-03T23:59:00Z,2026-07-04T06:00:00Z,2026-07-03T23:00:00Z,EUR,80,200,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260703-dom-dolla,Dom Dolla @ 03 Jul 2026,hi-ibiza,Dom Dolla & Friends,Dom Dolla en hi-ibiza - 03/07/2026,event,2026-07-03T23:59:00Z,2026-07-04T06:00:00Z,2026-07-03T23:00:00Z,EUR,60,140,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260703-music-on,Music On @ 03 Jul 2026,pacha,Marco Carola,Music On en pacha - 03/07/2026,event,2026-07-03T23:59:00Z,2026-07-04T06:00:00Z,2026-07-03T23:00:00Z,EUR,55,130,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260703-galactic-circus,Galactic Circus @ 03 Jul 2026,unvrs,David Guetta,Galactic Circus en unvrs - 03/07/2026,event,2026-07-03T23:59:00Z,2026-07-04T06:00:00Z,2026-07-03T23:00:00Z,EUR,75,190,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
amnesia-20260703-glitterbox,Glitterbox @ 03 Jul 2026,amnesia,Armand Van Helden,Glitterbox en amnesia - 03/07/2026,event,2026-07-03T23:59:00Z,2026-07-04T06:00:00Z,2026-07-03T23:00:00Z,EUR,60,140,https://amnesia.com/tickets,https://images.ibizaglam.app/amnesia-event.jpg,scheduled,true,manual,{}
eden-20260703-viva-warriors,Viva Warriors @ 03 Jul 2026,eden,Lineup TBA,Viva Warriors en eden - 03/07/2026,event,2026-07-03T23:59:00Z,2026-07-04T06:00:00Z,2026-07-03T23:00:00Z,EUR,35,80,https://eden.com/tickets,https://images.ibizaglam.app/eden-event.jpg,scheduled,true,manual,{}
ushuaia-20260704-ants,ANTS @ 04 Jul 2026,ushuaia,Lineup estelar,ANTS en ushuaia - 04/07/2026,event,2026-07-04T23:59:00Z,2026-07-05T06:00:00Z,2026-07-04T23:00:00Z,EUR,65,150,https://ushuaia.com/tickets,https://images.ibizaglam.app/ushuaia-event.jpg,scheduled,true,manual,{}
hi-ibiza-20260704-black-coffee,Black Coffee @ 04 Jul 2026,hi-ibiza,Black Coffee & Friends,Black Coffee en hi-ibiza - 04/07/2026,event,2026-07-04T23:59:00Z,2026-07-05T06:00:00Z,2026-07-04T23:00:00Z,EUR,65,150,https://hi-ibiza.com/tickets,https://images.ibizaglam.app/hi-ibiza-event.jpg,scheduled,true,manual,{}
pacha-20260704-robin-schulz,Robin Schulz @ 04 Jul 2026,pacha,Robin Schulz & Friends,Robin Schulz en pacha - 04/07/2026,event,2026-07-04T23:59:00Z,2026-07-05T06:00:00Z,2026-07-04T23:00:00Z,EUR,50,120,https://pacha.com/tickets,https://images.ibizaglam.app/pacha-event.jpg,scheduled,true,manual,{}
unvrs-20260704-elrow,elrow @ 04 Jul 2026,unvrs,Enter the Wortex,elrow en unvrs - 04/07/2026,event,2026-07-04T23:59:00Z,2026-07-05T06:00:00Z,2026-07-04T23:00:00Z,EUR,70,180,https://unvrs.com/tickets,https://images.ibizaglam.app/unvrs-event.jpg,scheduled,true,manual,{}
